day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max
0,1265812.984,1265715,1265912,854.05,759,954,0.0,0,0,0.0,0,0,0.0,0,0,48.849,25,69,0.0,0,0
1,1264850.717,1264680,1264985,1647.877,1529,1812,0.0,0,0,4.175,0,11,0.0,0,0,136.372,94,176,3.333,0,11
2,1263844.235,1263654,1264020,2410.634,2230,2562,0.0,0,0,15.8,4,30,0.0,0,0,257.805,199,312,12.943,3,27
3,1262780.602,1262580,1262985,3159.207,2987,3348,0.0,0,0,37.877,22,57,0.0,0,0,407.883,339,469,31.256,15,50
4,1261639.046,1261411,1261894,3915.298,3744,4135,0.0,0,0,72.605,45,98,0.0,0,0,584.809,508,675,59.84,33,92
5,1260412.967,1260149,1260707,4683.975,4474,4937,0.02,0,1,122.861,90,157,0.0,0,0,784.477,698,871,100.911,68,137
6,1259083.733,1258811,1259395,5483.811,5187,5742,0.149,0,3,190.42,140,232,0.0,0,0,1007.573,907,1114,155.424,120,192
7,1257640.912,1257333,1257971,6324.07,6080,6603,0.595,0,5,279.212,219,337,0.0,0,0,1250.709,1145,1370,222.904,177,274
8,1256071.106,1255727,1256418,7210.88,6962,7485,1.415,0,6,391.857,327,471,0.001,0,1,1517.711,1402,1660,304.146,248,363
9,1254362.327,1254005,1254732,8152.986,7852,8457,2.643,0,9,532.601,447,628,0.004,0,1,1808.293,1665,1946,398.026,326,469
10,1252498.709,1252096,1252942,9162.295,8823,9473,4.383,0,15,704.586,612,795,0.014,0,1,2121.31,1960,2279,505.674,431,602
11,1250464.417,1249971,1250934,10246.644,9904,10568,6.248,0,19,912.285,818,1009,0.024,0,1,2460.072,2275,2625,626.497,545,725
12,1248252.581,1247728,1248757,11408.495,11055,11756,9.168,0,23,1159.497,1045,1287,0.036,0,1,2824.95,2644,3012,759.467,670,877
13,1245840.624,1245290,1246376,12660.691,12247,13087,12.299,3,27,1448.651,1327,1587,0.075,0,2,3219.388,3033,3447,905.827,799,1035
14,1243213.581,1242525,1243843,14009.86,13586,14471,15.783,4,38,1786.109,1653,1934,0.118,0,3,3644.353,3438,3910,1066.052,933,1182
15,1240349.873,1239553,1241100,15470.845,15044,15981,19.952,6,35,2176.14,2004,2338,0.17,0,3,4099.335,3882,4364,1239.213,1133,1370
16,1237234.606,1236376,1238039,17042.62,16576,17527,24.399,7,42,2622.694,2465,2793,0.243,0,4,4593.493,4374,4912,1427.295,1297,1567
17,1233842.414,1232889,1234685,18746.292,18242,19298,29.57,11,51,3129.081,2972,3345,0.326,0,4,5124.593,4852,5487,1631.095,1490,1797
18,1230147.458,1229141,1231036,20591.412,20081,21266,34.977,13,57,3701.897,3477,3934,0.418,0,4,5700.353,5429,6032,1850.329,1708,2005
19,1226129.207,1225067,1227007,22585.879,21990,23310,41.104,20,64,4345.675,4150,4567,0.52,0,4,6320.3,6061,6624,2087.655,1942,2238
20,1221758.537,1220515,1222763,24746.601,24087,25527,47.601,23,70,5066.696,4795,5340,0.673,0,4,6989.974,6679,7311,2344.39,2170,2501
21,1217007.587,1215701,1218076,27083.956,26295,27858,54.79,29,85,5869.996,5573,6151,0.824,0,5,7714.973,7350,8058,2622.288,2436,2785
22,1211853.839,1210495,1213072,29606.554,28868,30470,62.691,36,88,6766.518,6473,7078,1.012,0,6,8496.384,8176,8853,2921.037,2728,3091
23,1209522.452,1208053,1210772,29152.192,28382,30022,70.268,43,102,7758.605,7461,8096,1.262,0,6,9295.459,8932,9711,3242.976,3051,3425
24,1206948.205,1205401,1208253,28982.325,28157,29916,79.103,47,119,8852.717,8543,9210,1.516,0,6,10003.855,9614,10440,3588.106,3373,3792
25,1204168.534,1202533,1205552,29035.486,28170,29864,88.865,55,124,10042.656,9671,10506,1.807,0,6,10642.503,10284,11142,3947.169,3730,4206
26,1201204.334,1199474,1202583,29271.08,28409,30133,98.138,56,140,11328.119,10869,11764,2.152,0,7,11226.897,10849,11745,4310.547,4013,4531
27,1198078.538,1196203,1199462,29642.621,28752,30548,108.46,63,161,12703.838,12255,13151,2.516,0,8,11774.094,11379,12394,4673.069,4388,4904
28,1194800.964,1192738,1196348,30134.072,29185,31037,118.599,76,157,14170.349,13696,14717,2.923,0,10,12293.414,11930,12876,5029.821,4736,5275
29,1191391.931,1189128,1192968,30707.168,29825,31627,130.477,83,170,15726.616,15216,16361,3.395,0,11,12799.003,12422,13362,5375.899,5054,5624
30,1187866.046,1185596,1189521,31345.895,30509,32272,142.591,103,189,17378.966,16893,18049,3.899,0,12,13286.466,12928,13826,5704.179,5391,6011
31,1184223.261,1181881,1185985,32039.671,31219,33095,154.331,103,205,19119.919,18575,19825,4.447,0,12,13765.905,13341,14323,6021.508,5649,6297
32,1180474.552,1178045,1182226,32773.301,31912,33829,165.65,124,212,20949.475,20386,21730,5.023,0,13,14240.233,13840,14775,6324.659,5989,6638
33,1176632.449,1174256,1178479,33531.317,32637,34572,176.437,135,218,22865.13,22279,23615,5.655,0,14,14714.24,14241,15236,6617.76,6304,6947
34,1172693.775,1170248,1174622,34314.284,33375,35313,186.506,138,233,24863.675,24266,25683,6.355,0,15,15185.148,14767,15660,6901.005,6505,7221
35,1168663.522,1166127,1170662,35115.745,34114,36097,196.415,139,250,26944.827,26316,27760,7.102,0,17,15659.23,15198,16141,7171.672,6754,7568
36,1164548.455,1161844,1166674,35926.592,34925,36902,204.873,157,284,29107.438,28368,30022,7.872,1,17,16132.885,15596,16727,7440.273,7031,7806
37,1160348.32,1157579,1162530,36746.43,35896,37763,213.721,164,274,31347.99,30483,32265,8.682,1,19,16606.597,16033,17223,7702.335,7373,8094
38,1156067.917,1153193,1158301,37570.197,36603,38679,221.728,156,283,33662.652,32759,34622,9.551,2,21,17083.435,16508,17714,7964.7,7585,8363
39,1151707.217,1148691,1154005,38395.527,37387,39637,229.41,171,280,36059.311,35132,37047,10.428,3,21,17562.287,17033,18180,8218.754,7756,8614
40,1147268.998,1144201,1149746,39221.042,38113,40474,235.677,181,292,38531.257,37505,39595,11.323,3,23,18040.698,17505,18685,8472.792,8144,8888
41,1142752.529,1139622,1145323,40045.909,39066,41287,243.734,187,299,41077.71,39979,42101,12.276,3,25,18520.302,17963,19205,8727.593,8386,9114
42,1138160.912,1134940,1140853,40871.46,39825,42177,251.364,199,315,43700.21,42550,44801,13.272,4,27,19002.568,18408,19651,8981.382,8629,9366
43,1133491.489,1130052,1136270,41696.827,40646,43069,257.637,186,312,46391.84,45096,47704,14.369,5,29,19484.858,18824,20077,9240.571,8880,9675
