Date,HBName,Sex,AgeGroup,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage
20201208,Lothian,Female,18 - 29,83798.0,Dose 1,70,0.08353421322704599,70,0.08353421322704599
20201208,Lothian,Female,18 years and over,383389.0,Dose 1,607,0.158324834567502,607,0.158324834567502
20201208,Lothian,Female,30 - 39,71596.0,Dose 1,110,0.153639868149059,110,0.153639868149059
20201208,Lothian,Female,40 - 49,58809.0,Dose 1,163,0.277168460609771,163,0.277168460609771
20201208,Lothian,Female,50 - 54,31205.0,Dose 1,111,0.3557122256048711,111,0.3557122256048711
20201208,Lothian,Female,55 - 59,29780.0,Dose 1,94,0.315648085963734,94,0.315648085963734
20201208,Lothian,Female,60 - 64,25549.0,Dose 1,44,0.172218090727621,44,0.172218090727621
20201208,Lothian,Female,65 - 69,22300.0,Dose 1,13,0.0582959641255605,13,0.0582959641255605
20201208,Lothian,Female,70 - 74,21058.0,Dose 1,2,0.00949757811758002,2,0.00949757811758002
20201208,Lothian,Female,75 - 79,15186.0,Dose 1,0,0.0,0,0.0
20201208,Lothian,Female,80 years and over,24108.0,Dose 1,0,0.0,0,0.0
20201208,Lothian,Male,18 - 29,78542.0,Dose 1,8,0.0101856331644216,8,0.0101856331644216
20201208,Lothian,Male,18 years and over,355437.0,Dose 1,159,0.0447336658817174,159,0.0447336658817174
20201208,Lothian,Male,30 - 39,69140.0,Dose 1,30,0.0433902227364767,30,0.0433902227364767
20201208,Lothian,Male,40 - 49,58377.0,Dose 1,57,0.0976411943059767,57,0.0976411943059767
20201208,Lothian,Male,50 - 54,30191.0,Dose 1,21,0.069557152793879,21,0.069557152793879
20201208,Lothian,Male,55 - 59,28668.0,Dose 1,23,0.0802288265662062,23,0.0802288265662062
20201208,Lothian,Male,60 - 64,24217.0,Dose 1,16,0.0660692901680638,16,0.0660692901680638
20201208,Lothian,Male,65 - 69,20445.0,Dose 1,4,0.0195646857422353,4,0.0195646857422353
20201208,Lothian,Male,70 - 74,18656.0,Dose 1,0,0.0,0,0.0
20201208,Lothian,Male,75 - 79,12013.0,Dose 1,0,0.0,0,0.0
20201208,Lothian,Male,80 years and over,15188.0,Dose 1,0,0.0,0,0.0
20201208,Lothian,Total,18 - 29,162340.0,Dose 1,78,0.0480473081187631,78,0.0480473081187631
20201208,Lothian,Total,18 years and over,738826.0,Dose 1,766,0.103677997255105,766,0.103677997255105
20201208,Lothian,Total,30 - 39,140736.0,Dose 1,140,0.0994770350159163,140,0.0994770350159163
20201208,Lothian,Total,40 - 49,117186.0,Dose 1,220,0.18773573635075896,220,0.18773573635075896
20201208,Lothian,Total,50 - 54,61396.0,Dose 1,132,0.21499771972115397,132,0.21499771972115397
20201208,Lothian,Total,50 years and over,318564.0,Dose 1,328,0.102962042164212,328,0.102962042164212
20201208,Lothian,Total,55 - 59,58448.0,Dose 1,117,0.20017793594306,117,0.20017793594306
20201208,Lothian,Total,60 - 64,49766.0,Dose 1,60,0.12056424064622401,60,0.12056424064622401
20201208,Lothian,Total,65 - 69,42745.0,Dose 1,17,0.0397707334191133,17,0.0397707334191133
20201208,Lothian,Total,70 - 74,39714.0,Dose 1,2,0.00503600745329103,2,0.00503600745329103
20201208,Lothian,Total,75 - 79,27199.0,Dose 1,0,0.0,0,0.0
20201208,Lothian,Total,80 years and over,39296.0,Dose 1,0,0.0,0,0.0
20201208,Lothian,Female,18 - 29,83798.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,18 years and over,383389.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,30 - 39,71596.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,40 - 49,58809.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,50 - 54,31205.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,55 - 59,29780.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,60 - 64,25549.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,65 - 69,22300.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,70 - 74,21058.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,75 - 79,15186.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Female,80 years and over,24108.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,18 - 29,78542.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,18 years and over,355437.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,30 - 39,69140.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,40 - 49,58377.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,50 - 54,30191.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,55 - 59,28668.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,60 - 64,24217.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,65 - 69,20445.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,70 - 74,18656.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,75 - 79,12013.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Male,80 years and over,15188.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,18 - 29,162340.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,18 years and over,738826.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,30 - 39,140736.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,40 - 49,117186.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,50 - 54,61396.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,50 years and over,318564.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,55 - 59,58448.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,60 - 64,49766.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,65 - 69,42745.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,70 - 74,39714.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,75 - 79,27199.0,Dose 2,0,0.0,0,0.0
20201208,Lothian,Total,80 years and over,39296.0,Dose 2,0,0.0,0,0.0
20201209,Lothian,Female,18 - 29,83798.0,Dose 1,194,0.231509105229242,264,0.315043318456288
20201209,Lothian,Female,18 years and over,383389.0,Dose 1,1183,0.308563886809481,1790,0.466888721376983
20201209,Lothian,Female,30 - 39,71596.0,Dose 1,240,0.335214257779764,350,0.488854125928823
20201209,Lothian,Female,40 - 49,58809.0,Dose 1,276,0.469315921032495,439,0.746484381642266
20201209,Lothian,Female,50 - 54,31205.0,Dose 1,166,0.531966031084762,277,0.887678256689633
20201209,Lothian,Female,55 - 59,29780.0,Dose 1,181,0.607790463398254,275,0.9234385493619879
20201209,Lothian,Female,60 - 64,25549.0,Dose 1,106,0.414889036752906,150,0.587107127480528
20201209,Lothian,Female,65 - 69,22300.0,Dose 1,14,0.062780269058296,27,0.121076233183857
20201209,Lothian,Female,70 - 74,21058.0,Dose 1,5,0.023743945293950002,7,0.0332415234115301
20201209,Lothian,Female,75 - 79,15186.0,Dose 1,1,0.006585012511523771,1,0.006585012511523771
20201209,Lothian,Female,80 years and over,24108.0,Dose 1,0,0.0,0,0.0
20201209,Lothian,Male,18 - 29,78542.0,Dose 1,67,0.0853046777520308,75,0.0954903109164523
20201209,Lothian,Male,18 years and over,355437.0,Dose 1,410,0.11535096233650399,569,0.16008462821822197
20201209,Lothian,Male,30 - 39,69140.0,Dose 1,95,0.137402371998843,125,0.18079259473532003
20201209,Lothian,Male,40 - 49,58377.0,Dose 1,111,0.190143378385323,168,0.2877845726913
20201209,Lothian,Male,50 - 54,30191.0,Dose 1,49,0.162300023185718,70,0.23185717597959699
